usgs_site,year,start_date,end_date,segment,date,value_std,flow,quartile,na_l3name,previous_end_date,next_start_date,days_since,days_until,cum_fire_area,catch_area,cum_per_cent_burned,all_fire_area,all_per_cent_burned,latitude,longitude,elev_avg_m,elev_median_m,elev_min_m,elev_max_m,slope_avg_deg,slope_median_deg,slope_min_deg,slope_max_deg,lulc,avg_median_post_evi,events
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-07-11,0.0371688,8.50666666666667,3,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-07-27,0.0433636,7.43541666666667,3,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-08-10,0.0402662,6.8,3,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-08-23,0.0402662,6.23,3,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-09-07,0.0185844,5.66,2,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-09-20,0.030974,5.38,2,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-10-03,0.0216818,6.20833333333333,3,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-10-17,0.2927043,14.2779166666667,4,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-10-18,0.1347369,5.85416666666667,3,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-10-19,0.0805324,5.78291666666667,3,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-10-21,0.0712402,5.405,2,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-10-26,0.061948,5.64291666666667,2,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-11-02,0.0402662,5.35833333333333,2,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-11-07,0.046461,5.1,2,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-11-09,0.22257031428571444,184.252083333333,4,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-11-15,0.0433636,5.17,2,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-11-22,0.0433636,5.1,2,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-11-30,0.046461,5.1,2,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-02,0.08621096666666657,22.6008333333333,4,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-03,0.0650454,6.30166666666667,3,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-13,0.0557532,5.94791666666667,3,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-18,0.0325227,13.4116666666667,4,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-19,0.0495584,6.34958333333333,3,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-26,0.0433636,9.40875,3,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-31,0.17268005,365.29875,4,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-01-01,0.17159596000000002,315.1225,4,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-01-02,0.1512563666666666,2517.99958333333,4,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-01-03,0.0557532,221.873333333333,4,Southern and Baja California Pine-Oak Mountains,,2017-07-08,,3294,8.53,14.64,58.27,8.53,58.27,34.47629736909082,-119.89462912942605,306.136444444444,196,21,933,14.3392092296964,13.5370920564069,0.405056554377493,35.4540896081771,Tropical or sub-tropical shrubland,0.2518641770951752,{CA3448511986620080701}
