"fireid","fireYear","usgs.site","firearea","X0","X1","X2","X3"
"AZ3346810936720080622",2008,"USGS-09448500",36871976.5413076,2877905.2376685,22471179.5695772,10150575.329205,1345799.54394148
"AZ3346810936720080622",2008,"USGS-09466500",36871976.5413076,2877905.2376685,22471179.5695772,10150575.329205,1345799.54394148
"AZ3346810936720080622",2008,"USGS-09474000",36871976.5413076,2877905.2376685,22471179.5695772,10150575.329205,1345799.54394148
"AZ3351410936120080422",2008,"USGS-09444200",1027865.73335091,311741.098123468,649422.937921262,63625.5881204044,317.081318933824
"AZ3351410936120080422",2008,"USGS-09444500",1027865.73335091,311741.098123468,649422.937921262,63625.5881204044,317.081318933824
"AZ3351410936120080422",2008,"USGS-09448500",48821266.7200176,19492899.3244255,28233040.2540824,1012961.5810815,57586.9873697917
"AZ3351410936120080422",2008,"USGS-09466500",48821266.7200176,19492899.3244255,28233040.2540824,1012961.5810815,57586.9873697917
"AZ3351410936120080422",2008,"USGS-09474000",48821266.7200176,19492899.3244255,28233040.2540824,1012961.5810815,57586.9873697917
"AZ3354010913020080622",2008,"USGS-09444200",9006908.08743066,2186075.1653416,5604337.445144,1211930.401394,NA
"AZ3354010913020080622",2008,"USGS-09444500",9006908.08743066,2186075.1653416,5604337.445144,1211930.401394,NA
"AZ3354010913020080622",2008,"USGS-09448500",9006908.08743066,2186075.1653416,5604337.445144,1211930.401394,NA
"AZ3354010913020080622",2008,"USGS-09466500",9006908.08743066,2186075.1653416,5604337.445144,1211930.401394,NA
"AZ3354010913020080622",2008,"USGS-09474000",9006908.08743066,2186075.1653416,5604337.445144,1211930.401394,NA
"AZ3361811034820081020",2008,"USGS-09498500",11956898.8657978,7729300.49610907,4188502.60696998,NA,NA
"AZ3361811034820081020",2008,"USGS-09502000",11956898.8657978,7729300.49610907,4188502.60696998,NA,NA
"AZ3367210963320081121",2008,"USGS-09498500",8791345.56404825,2183042.59601716,6593623.37957261,NA,NA
"AZ3367210963320081121",2008,"USGS-09502000",8791345.56404825,2183042.59601716,6593623.37957261,NA,NA
"AZ3369510955520081121",2008,"USGS-09502000",12222647.4710247,3781082.91029412,8430758.20051317,NA,NA
"AZ3369510955520081121",2008,"USGS-09498500",12222647.4710247,3781082.91029412,8430758.20051317,NA,NA
"AZ3418511231120080628",2008,"USGS-09512800",27367180.2841046,1429441.06412377,4868233.66495864,15035692.5621783,6020373.77254902
"AZ3418511231120080628",2008,"USGS-09512830",255865.408136277,61885.6648360907,85693.1910539216,107509.876271446,NA
"AZ3418511231120080628",2008,"USGS-09512860",7041842.64781639,293540.825283395,1224006.36157322,1917106.40229779,3598765.38489583
"AZ3460311127820080907",2008,"USGS-09400350",6323106.91341989,463169.701922488,5586440.22445619,266324.772916667,NA
"AZ3460311127820080907",2008,"USGS-09401000",6323106.91341989,463169.701922488,5586440.22445619,266324.772916667,NA
"AZ3460311127820080907",2008,"USGS-09402000",6323106.91341989,463169.701922488,5586440.22445619,266324.772916667,NA
"AZ3460311127820080907",2008,"USGS-09402300",6323106.91341989,463169.701922488,5586440.22445619,266324.772916667,NA
"AZ3542411201620080805",2008,"USGS-09404110",39395522.5172233,7745547.42492341,28042866.9708946,3256744.52335325,342406.857421875
"AZ3542411201620080805",2008,"USGS-09404115",39395522.5172233,7745547.42492341,28042866.9708946,3256744.52335325,342406.857421875
"AZ3587211195920080506",2008,"USGS-09404110",4732573.55458875,1326169.74759498,3405625.94311428,NA,NA
"AZ3587211195920080506",2008,"USGS-09404115",4732573.55458875,1326169.74759498,3405625.94311428,NA,NA
"AZ3594611209020080429",2008,"USGS-09404110",4910487.66860247,673922.758746936,3416105.50200674,738411.865709252,78423.9757429534
"AZ3594611209020080429",2008,"USGS-09404115",4910487.66860247,673922.758746936,3416105.50200674,738411.865709252,78423.9757429534
"AZ3656911237220080815",2008,"USGS-09403850",11940628.7734424,3254706.08174785,8662422.14811581,25973.642578125,NA
"AZ3315510921020090414",2009,"USGS-09444500",35895303.8896909,6526269.56063878,29341402.8587852,NA,NA
"AZ3315510921020090414",2009,"USGS-09448500",35895303.8896909,6526269.56063878,29341402.8587852,NA,NA
"AZ3315510921020090414",2009,"USGS-09466500",35895303.8896909,6526269.56063878,29341402.8587852,NA,NA
"AZ3315510921020090414",2009,"USGS-09474000",35895303.8896909,6526269.56063878,29341402.8587852,NA,NA
"AZ3329111078320090530",2009,"USGS-09468500",4062343.42592694,829043.995902267,1313349.60618873,1886931.37032782,28277.9722886029
"AZ3329111078320090530",2009,"USGS-09474000",3988140.48314718,825441.866168811,1296717.18880974,1832901.16999081,28277.9722886029
"AZ3329111078320090530",2009,"USGS-09498400",3389520.46171344,1045676.11979167,1598199.61590839,636153.462522978,106649.527742034
"AZ3329111078320090530",2009,"USGS-09498500",3416109.21333052,1042709.61243873,1604979.69384191,658612.914912684,106649.527742034
"AZ3329111078320090530",2009,"USGS-09502000",3413960.78224813,1041650.14552696,1604979.69384191,657341.579702819,106649.527742034
"AZ3355811022720090714",2009,"USGS-09468500",76929560.453203,20212281.3361137,38600383.999686,16197928.9086474,1885069.48632812
"AZ3355811022720090714",2009,"USGS-09474000",76929560.453203,20212281.3361137,38600383.999686,16197928.9086474,1885069.48632812
"AZ3359910999720090726",2009,"USGS-09498500",9106518.15560153,2894159.47192861,6205966.53010876,NA,NA
"AZ3359910999720090726",2009,"USGS-09502000",9106518.15560153,2894159.47192861,6205966.53010876,NA,NA
"AZ3362211031720091019",2009,"USGS-09468500",348819.980912767,159822.248230699,187902.718144914,NA,NA
"AZ3362211031720091019",2009,"USGS-09474000",348819.980912767,159822.248230699,187902.718144914,NA,NA
"AZ3362211031720091019",2009,"USGS-09498500",23017813.3626717,3257730.13903186,18378512.0023361,1345575.51757812,26908.875
"AZ3362211031720091019",2009,"USGS-09502000",23017813.3626717,3257730.13903186,18378512.0023361,1345575.51757812,26908.875
"AZ3363010947320090907",2009,"USGS-09498500",28241490.3083842,4054468.79524356,19056510.8371247,4546707.14577206,565028.876953125
"AZ3363010947320090907",2009,"USGS-09502000",28241490.3083842,4054468.79524356,19056510.8371247,4546707.14577206,565028.876953125
"AZ3391411140820091008",2009,"syca",2949457.87695737,1162094.48399969,1305126.35331648,358112.635324755,121156.429411765
"AZ3391411140820091008",2009,"sycr_bmw",2949457.87695737,1162094.48399969,1305126.35331648,358112.635324755,121156.429411765
"AZ3391411140820091008",2009,"USGS-09502000",3855803.79992583,627157.817363664,2677402.86034007,498959.674770221,48902.5789292279
"AZ3396711091020090705",2009,"USGS-09498500",4180406.33289367,1444979.01766238,1759046.26236213,947432.662637868,26804.822265625
"AZ3396711091020090705",2009,"USGS-09502000",4180406.33289367,1444979.01766238,1759046.26236213,947432.662637868,26804.822265625
"AZ3424810944720090512",2009,"USGS-09386030",11934396.6490104,59398.5779181985,11843412.2300168,26712.4375,NA
"AZ3424810944720090512",2009,"USGS-09394500",11934396.6490104,59398.5779181985,11843412.2300168,26712.4375,NA
"AZ3424810944720090512",2009,"USGS-09397300",11934396.6490104,59398.5779181985,11843412.2300168,26712.4375,NA
"AZ3424810944720090512",2009,"USGS-09400350",11934396.6490104,59398.5779181985,11843412.2300168,26712.4375,NA
"AZ3424810944720090512",2009,"USGS-09401000",11934396.6490104,59398.5779181985,11843412.2300168,26712.4375,NA
"AZ3424810944720090512",2009,"USGS-09402000",11934396.6490104,59398.5779181985,11843412.2300168,26712.4375,NA
"AZ3424810944720090512",2009,"USGS-09402300",11934396.6490104,59398.5779181985,11843412.2300168,26712.4375,NA
"AZ3427411201820090609",2009,"USGS-09512800",5157948.86290514,5074601.54253983,80132.2734375,NA,NA
"AZ3441111141320090531",2009,"USGS-09507980",6596313.86662178,1946655.75525429,4324900.94901195,320031.15234375,NA
"AZ3441111141320090531",2009,"USGS-09508500",6596313.86662178,1946655.75525429,4324900.94901195,320031.15234375,NA
"AZ3441111141320090531",2009,"USGS-09510000",6596313.86662178,1946655.75525429,4324900.94901195,320031.15234375,NA
"AZ3443311124220090720",2009,"USGS-09400350",1565633.74608273,148096.517685355,1370855.5156633,43588.8520603554,NA
"AZ3443311124220090720",2009,"USGS-09401000",1565633.74608273,148096.517685355,1370855.5156633,43588.8520603554,NA
"AZ3443311124220090720",2009,"USGS-09402000",1565633.74608273,148096.517685355,1370855.5156633,43588.8520603554,NA
"AZ3443311124220090720",2009,"USGS-09402300",1565633.74608273,148096.517685355,1370855.5156633,43588.8520603554,NA
"AZ3443311124220090720",2009,"USGS-09507980",8948943.80190338,293361.99833027,3141902.07204351,4603149.35315564,906459.388671875
"AZ3443311124220090720",2009,"USGS-09508500",8950787.60968267,292943.930928309,3133331.70422028,4614019.31271446,906459.388671875
"AZ3443311124220090720",2009,"USGS-09510000",8950787.60968267,292943.930928309,3133331.70422028,4614019.31271446,906459.388671875
"AZ3444811094120090807",2009,"USGS-09400350",11960062.0088032,1814078.7908318,6232192.68021599,2255353.03804381,1652060.98717065
"AZ3444811094120090807",2009,"USGS-09401000",11960062.0088032,1814078.7908318,6232192.68021599,2255353.03804381,1652060.98717065
"AZ3444811094120090807",2009,"USGS-09402000",11960062.0088032,1814078.7908318,6232192.68021599,2255353.03804381,1652060.98717065
"AZ3444811094120090807",2009,"USGS-09402300",11960062.0088032,1814078.7908318,6232192.68021599,2255353.03804381,1652060.98717065
"AZ3447711117220090526",2009,"USGS-09400350",10915537.5111337,2250159.80531556,8634672.25251991,26647.744140625,NA
"AZ3447711117220090526",2009,"USGS-09401000",10915537.5111337,2250159.80531556,8634672.25251991,26647.744140625,NA
"AZ3447711117220090526",2009,"USGS-09402000",10915537.5111337,2250159.80531556,8634672.25251991,26647.744140625,NA
"AZ3447711117220090526",2009,"USGS-09402300",10915537.5111337,2250159.80531556,8634672.25251991,26647.744140625,NA
"AZ3449511134920090705",2009,"USGS-09505800",5904081.633199,504983.727098652,5021262.20386795,372944.705078125,NA
"AZ3449511134920090705",2009,"USGS-09506000",5904081.633199,504983.727098652,5021262.20386795,372944.705078125,NA
"AZ3449511134920090705",2009,"USGS-09508500",5904081.633199,504983.727098652,5021262.20386795,372944.705078125,NA
"AZ3449511134920090705",2009,"USGS-09510000",5904081.633199,504983.727098652,5021262.20386795,372944.705078125,NA
"AZ3450711077720090806",2009,"USGS-09400350",48574404.6063427,1628536.48806679,26180192.1998698,18314535.3660386,2421853.16348805
"AZ3450711077720090806",2009,"USGS-09401000",48574404.6063427,1628536.48806679,26180192.1998698,18314535.3660386,2421853.16348805
"AZ3450711077720090806",2009,"USGS-09402000",48574404.6063427,1628536.48806679,26180192.1998698,18314535.3660386,2421853.16348805
"AZ3450711077720090806",2009,"USGS-09402300",48574404.6063427,1628536.48806679,26180192.1998698,18314535.3660386,2421853.16348805
"AZ3450911122620090704",2009,"USGS-09400350",13024201.6138263,2764863.42381281,9409736.13632046,792066.184459253,53272.162109375
"AZ3450911122620090704",2009,"USGS-09401000",13024201.6138263,2764863.42381281,9409736.13632046,792066.184459253,53272.162109375
"AZ3450911122620090704",2009,"USGS-09402000",13024201.6138263,2764863.42381281,9409736.13632046,792066.184459253,53272.162109375
"AZ3450911122620090704",2009,"USGS-09402300",13024201.6138263,2764863.42381281,9409736.13632046,792066.184459253,53272.162109375
"AZ3461811137920090902",2009,"USGS-09508500",12131688.3987466,642610.125,11379226.6916284,106415.30078125,NA
"AZ3461811137920090902",2009,"USGS-09505800",12131688.3987466,642610.125,11379226.6916284,106415.30078125,NA
"AZ3461811137920090902",2009,"USGS-09506000",12131688.3987466,642610.125,11379226.6916284,106415.30078125,NA
"AZ3461811137920090902",2009,"USGS-09510000",12131688.3987466,642610.125,11379226.6916284,106415.30078125,NA
"AZ3468611146220090720",2009,"USGS-09506000",14098934.263097,971408.336757047,12804276.3108762,318193.591230086,NA
"AZ3468611146220090720",2009,"USGS-09508500",14098934.263097,971408.336757047,12804276.3108762,318193.591230086,NA
