usgs_site,year,start_date,end_date,segment,date,value_std,Flow,quartile,before_count,after_count
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-05-07,0.0532266,45.79625,3,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-05-09,0.056028,60.1012,3,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-05-18,0.0350175,132.734166666667,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-05-21,0.04538268,441.4675,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-05-22,0.017275299999999955,432.420416666667,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-05-23,0.05952975,191.139166666667,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-05-25,0.0238119,136.865,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-05-31,0.0196098,171.080416666667,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-06-04,0.028014,14.2358333333333,2,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-06-14,0.044822400000000005,41.9458333333333,3,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-06-28,0.005602800000000001,115.039166666667,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-07-09,0.022411200000000003,174.03,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-07-26,0.005602800000000001,202.348333333333,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-08-06,0.0070035,113.209166666667,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-08-23,0.0028014000000000003,90.2608333333333,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-09-10,0.0042021,100.584583333333,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2006-09-21,0.084042,99.4404166666667,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2007-12-02,0.030815400000000003,15.62625,2,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2008-01-06,0.011205600000000001,253.7325,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2008-02-03,0.0350175,195.307916666667,4,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2008-03-02,0.0070035,19.22875,2,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2008-04-06,0.014007,10.0654166666667,1,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2008-05-04,0.0070035,31.9575,3,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2008-06-08,0.015407700000000002,50.9595833333333,3,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2008-07-13,0.005602800000000001,7.47208333333333,1,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2008-08-03,0.011205600000000001,10.3866666666667,1,27,0
sbc_lter_ata,2009,2009-05-05,2009-05-05,before,2008-09-07,0,16.3479166666667,2,27,0
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-07-11,0.015407700000000002,8.50666666666667,3,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-07-27,0.0070035,7.43541666666667,3,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-08-10,0.0070035,6.8,3,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-08-23,0.005602800000000001,6.23,3,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-09-07,0.0098049,5.66,2,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-09-20,0.005602800000000001,5.38,2,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-10-03,0.0098049,6.20833333333333,3,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-10-17,0.09314655000000001,14.2779166666667,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-10-18,0.02031015,5.85416666666667,3,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-10-19,0.0238119,5.78291666666667,3,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-10-21,0.0098049,5.405,2,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-10-26,0.0084042,5.64291666666667,2,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-11-02,0.0070035,5.35833333333333,2,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-11-07,0.0210105,5.1,2,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-11-09,0.01640819999999998,184.252083333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-11-15,0.0014007000000000002,5.17,2,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-11-22,0.011205600000000001,5.1,2,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-11-30,0.0042021,5.1,2,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-02,0.0030348500000000047,22.6008333333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-03,0.0042021,6.30166666666667,3,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-13,0.0196098,5.94791666666667,3,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-18,0.01050525,13.4116666666667,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-19,0,6.34958333333333,3,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-26,0,9.40875,3,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2005-12-31,0.004552275000000001,365.29875,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-01-01,0.00588294,315.1225,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-01-02,0.009104550000000001,2517.99958333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-01-03,0.0574287,221.873333333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-01-11,0.0042021,20.3345833333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-01-13,0,14.9066666666667,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-01-14,0.00210105,24.14875,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-01-18,0.0014007000000000002,15.2920833333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-01-24,0.0042021,12.485,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-02-01,0.005602800000000001,8.96125,3,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-02-07,0,5.66,2,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-02-17,0.0168084,12.0283333333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-02-18,0.005135900000000004,11.2570833333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-02-19,0.0084042,39.625,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-02-21,0.0098049,12.5004166666667,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-02-27,0.01176588,338.374166666667,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-02-28,0.00490245,746.580833333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-03-03,0.01428714,112.155416666667,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-03-05,0.0070035,36.9695833333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-03-06,0.01736868,140.05,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-03-08,0.018209100000000002,44.1870833333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-03-11,0.0126063,66.1016666666667,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-03-14,0,29.8129166666667,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-03-15,0.0126063,32.8195833333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-03-17,0.00644322,37.9920833333333,4,84,93
sbc_lter_bel,2008,2008-07-01,2008-07-01,before,2006-03-27,0.014940800000000047,19.5475,4,84,93
